# File: FAO_GDP_Deflators.csv
# Title: FAO GDP deflators by country (2015 = 100)
# Units: Unitless
# Description:  FAOSTAT (domain:PD) & Taiwan Statistics (access:4-12-2021)
# Data source: FAOSTAT (main domain:PD FAO.udpate:2024-06-12T00:00:00)
# Date of CSV last update: 2024-10-17
# Column types: cicicinnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area,area_code,item,item_code,element,element_code,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Ukraine,230,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,61.4531902581,62.9098395598,64.253231188,65.6005576632,66.8016827954,77.5020767226,66.0066768253,49.8511248884,46.6021770005,51.8005230013,55.0351421937,59.4182958485,68.6896649288,88.4755402121,103.1200666875,126.6751070987,156.6962148803,119.3128693355,133.1445077106,151.4428580238,162.7682979274,169.785782345,132.324804355,100,100.1102920921,117.4291086333,132.5029361457,150.9484271502,159.6212446559,196.8153418028,222.9703685601,250.9778835948
United Arab Emirates,225,GDP Deflator,22024,"Value US$, 2015 prices",6179,9.7330941301,23.4422068602,27.9634676715,31.7253619579,34.9703306579,34.2319294974,35.9989755364,39.7593943909,43.7456432861,45.0594465474,43.5579383682,40.783498783,40.5781474999,41.861124167,42.2288825991,43.1366830027,43.4305730844,45.0992818748,45.4649264204,46.2863585306,46.878027118,46.0203788929,47.1422494261,49.8347054438,49.1491936729,46.4213720027,49.6256875015,54.6403089502,53.3689197785,55.3814204127,57.6367573897,62.5365993229,72.8716058942,81.5886493185,91.8149946263,108.8314017163,92.3075343522,102.4645787998,115.9563146737,121.3827514569,120.2304342638,119.4272356221,100,94.4705213945,99.1810229469,107.0527749253,103.6330670527,91.1646563695,103.785282028,117.5280487289,111.6186482504
United Kingdom of Great Britain and Northern Ireland,229,GDP Deflator,22024,"Value US$, 2015 prices",6179,15.3192242612,16.8191367692,20.0171317395,18.7168820701,20.6607538222,25.3138524523,31.8908420641,41.8905696209,40.4120315774,37.7374166415,34.422437141,31.7257335305,32.2956384679,38.4892936502,45.2437252287,52.2686125624,51.8932116303,60.7568798537,64.2192492507,66.030682578,57.9684123718,59.975313974,70.1926902032,72.2653675173,75.7174442564,77.571320052,76.8255597917,72.6637463095,70.176799636,74.6129051354,83.2277013247,95.7747702099,97.9016456095,101.8356779316,113.2377475239,107.5784328655,92.8865989863,93.5907711561,99.1699308435,99.2792992697,100.3329044181,106.9961667777,100,90.1127357777,87.489622904,92.4332528928,90.3090471041,95.3192258474,102.1358822155,96.2477132168,101.9391607339
United Republic of Tanzania,215,GDP Deflator,22024,"Value US$, 2015 prices",6179,43.8457491338,51.376737562,55.8453568337,56.8512494324,67.6473965051,80.0557575518,82.002174369,92.6516379022,107.4230097919,113.0044739958,116.7733920485,103.7616775369,109.4005036373,75.8492041584,50.651037413,56.7265662634,58.2602296348,53.2512350927,56.940324318,49.0467277759,43.0082900995,43.0455443341,48.4778037509,57.4279739166,65.6707357001,68.9734765069,67.3873688238,67.4995168782,64.9340870113,63.038795909,63.5986134932,64.967645225,66.7645121449,70.2045214522,74.8219698005,90.2557195462,89.3113009962,91.4416241167,91.4058366249,100.5414652847,109.0737219328,112.0162853543,100,98.3696167909,98.7266013495,95.1701167883,95.4756056753,98.2068369475,100.6257140262,103.9733271976,
United States of America,231,GDP Deflator,22024,"Value US$, 2015 prices",6179,23.9834868674,26.1416876091,28.5630907166,30.1350279689,32.0074277538,34.2587760562,37.1010749724,40.4524436047,44.2801124095,47.0158562014,48.8573672386,50.6199971153,52.2208267657,53.2725027741,54.5898305593,56.5154439542,58.7310461337,60.9295428508,62.9900347066,64.4255211095,65.9526247464,67.3609927308,68.7734858805,70.0327063089,71.2403518197,72.0421966429,73.0574292031,74.7126317544,76.3958326251,77.5864560517,79.117796453,81.2415998231,83.7891609246,86.3745353645,88.7088632745,90.4102554919,90.9897348035,92.0832597492,93.9964685299,95.7547329196,97.3843307306,99.080339731,100,100.9500917271,102.7581306368,105.1121044226,106.876481009,108.2880691293,113.2524901902,121.2269998592,125.8600558664
Uruguay,234,GDP Deflator,22024,"Value US$, 2015 prices",6179,18.1180084435,24.3340923693,20.2834004188,20.4378764987,22.6240116625,25.7516362476,34.7257985325,45.2882404187,49.6142725237,44.836701219,27.5897932191,26.506295819200002,25.4892749286,29.0984561207,33.778115827,34.8591030551,35.2683300691,37.5302812175,43.6813444392,51.3190306553,58.2653874746,63.256554566,70.8843969455,71.3873526658,71.97412288,72.9307456473,70.2656880916,68.181040546,64.92784941,45.814813419,40.2352208667,43.5369276035,51.3976892061,55.6773936158,62.4842660161,75.6224885874,75.6371423942,89.2725095152,101.069653243,104.3363827971,111.9013554238,107.8345337421,100,97.2552216875,108.1062079183,108.2649680232,102.2658742421,94.3613769781,102.5645876245,113.2905787791,125.9173469218
USSR,228,GDP Deflator,22024,"Value US$, 2015 prices",6179,81.857928795,77.962142226,84.5140881257,79.9027493171,81.4876617099,88.2112576695,91.593664286,91.0340376063,83.4006370398,82.0139295015,81.0662981337,73.6135792075,70.7273065195,64.8648164274,59.7558675034,55.615861578,51.9591430024,48.4601639369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,235,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,63.1343047396,64.6308021636,66.0109436352,67.3951275955,68.6291107266,72.5874790783,67.1159785273,73.2670177863,56.7512079089,36.4124689111,36.9799545581,36.4940131657,40.4060690626,44.9929570196,50.5520157185,59.4078175499,72.2865396996,76.3282893798,82.1496692058,92.4104644639,96.8730905459,97.2851216656,100.5628624044,100,94.3365528445,65.1274214994,52.3841913095,56.3583415427,55.2017721382,59.3982300408,64.9270489842,69.4915297041
Vanuatu,155,GDP Deflator,22024,"Value US$, 2015 prices",6179,45.6090018277,33.8004558716,42.858151143,40.6017119591,42.9451091083,44.5759448717,56.4788919256,60.6710129892,50.7131880872,45.5453844645,36.8342658899,41.9613908109,39.4550820714,39.11710382,41.395539751,48.4757285062,45.9575836782,47.5996224606,50.5594310036,53.1261722317,52.3401200501,55.9608838851,60.6089595963,61.4180007707,60.4062000388,53.8671252978,54.5079918806,51.8023482687,50.8878884841,53.6371023201,62.1953716864,69.4237959192,71.3402899621,73.1687787179,83.3547149321,90.4309237637,87.8361851882,99.2829807167,110.8658674017,107.5170778507,108.1499374922,107.4487225132,100,102.3295363209,107.2251262887,108.3073825556,107.8599495746,109.7816470831,116.5360826072,116.0242278967,116.7456511137
Venezuela (Bolivarian Republic of),236,GDP Deflator,22024,"Value US$, 2015 prices",6179,13.7980181285,19.8159066021,19.6809865116,20.7157876478,22.35945009,23.8163352815,28.8434022392,35.9684339911,40.5723317759,41.140881285,43.4627693368,32.321430778,33.3682878863,30.5531400717,23.4315854081,27.760186621,21.5960917078,23.0215384306,23.0654026835,24.5832511534,24.3632672621,24.5473661068,30.937478941,28.2523704337,33.4012942424,35.4364940345,40.4253354283,46.6182233519,47.3066475657,39.2250269357,38.2374400736,43.5197997608,51.0473096665,58.5819237902,67.6327337131,88.0121175909,94.904695354,115.16801835,88.8457206492,101.3363386261,97.384186368300007,99.080241339,100,100.949944131,102.7579182485,105.1123320474,106.8763257558,108.2845618943,113.2531211885,121.2248739842,
Viet Nam,237,GDP Deflator,22024,"Value US$, 2015 prices",6179,23.0431279351,24.1925812311,25.3923211315,26.6592179644,27.9860858611,33.1819980368,33.9893826712,11.8166531181,8.7869777241,9.4426318174,13.2388371717,18.8232158463,16.8710546513,17.2108210723,17.6364119799,18.2585225598,18.974320217,18.565298202,20.6901996127,24.587039715,30.3914912079,34.4910595074,40.1029563631,43.6130049104,43.9010269605,42.0742313491,42.3331998338,43.0818627602,42.258570743,42.3368757259,44.4901325584,51.7713731946,56.0541707385,60.342488816,65.6981781615,79.6196021509,80.7881308117,83.0132618241,91.4679963346,98.2466560954,101.699638773,104.3905495188,100,100.7174001149,103.0672568607,105.7090087482,106.1653517047,106.9893487007,110.1924715825,113.8984218416,
Yemen,249,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,23.5742955792,24.4567591969,25.283828477,25.860024254,26.4729946485,27.0383052523,27.605271673,28.1107153273,28.5954571138,25.388098152,29.1251078135,33.8237160367,33.0339230759,34.2637376779,35.85981362,39.4822084931,45.7870874595,52.4229589779,56.9277923579,64.9013347329,59.8818370125,62.4556143837,74.0965489986,77.3245493404,79.5385242823,85.5975654664,100,88.8119021667,97.5260529829,142.6045695362,68.4151243188,49.0419699338,47.1923100201,57.0485320413,
Yugoslav SFR,248,GDP Deflator,22024,"Value US$, 2015 prices",6179,23.044289498,27.7647345871,30.9878913791,33.236368871,37.2365855495,40.6293610537,48.6273484366,48.7611161926,47.3809368749,42.9710900777,44.6541793817,47.1768964398,49.6279322295,51.6250822719,53.9441822261,56.9475730507,60.346352504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,251,GDP Deflator,22024,"Value US$, 2015 prices",6179,39.4927480986,47.0436047829,43.4778176385,44.7842699952,45.4723480989,51.3640803101,66.0620661153,71.6715994619,67.2627739084,69.8737358716,63.381333593,51.0066528694,44.2803012549,32.7601297281,31.9299279223,51.5568969014,58.2042131727,55.4213554101,50.3002912384,50.132809257,46.4622914515,56.8030623255,57.4697099441,51.1240599393,58.9120076778,48.6187111477,44.7059226981,45.5105882514,49.1396708205,48.16230782,52.6376515886,62.4147674748,77.9511784678,110.6091256891,112.4849978677,132.9881302507,104.2035473317,124.9036220833,142.9703044567,134.8319011642,137.3112713185,131.6898110566,100,95.1223065626,115.5570872074,112.8628886435,98.566982675,78.5703026596,91.914646515,113.2538705648,104.1102528014
Zimbabwe,181,GDP Deflator,22024,"Value US$, 2015 prices",6179,69.2643086355,81.3032654217,88.4354500478,88.0967554801,94.8976692774,97.0324659365,110.8925616877,128.9602928634,137.883058947,143.2035012373,128.1646584408,106.8965043693,110.6482894379,119.4789361047,128.1204171899,138.0865780793,138.7902577442,137.6395533185,121.7053941234,107.9541698303,102.6980763539,102.0569298547,105.7845161018,117.3405542595,119.022092481,82.9746293548,81.8081006057,84.2126972827,83.7826413042,84.5084805951,86.1098342017,85.5553935124,86.4469825608,87.9490751959,89.7504056355,85.9565992278,82.0386023658,85.400876377,87.5813111187,91.1095913949,99.6471092153,99.395858176,100,102.1609923518,104.6555553054,107.2346922519,109.1261035348,110.4915692602,115.714101018,122.4648943222,126.0097166256
