# File: steel_prod.csv
# Title: Crude steel production by country and sector
# Units: Thousand tonnes
# Description: National steel production
# Source: World Steel Association
# Column types: cinnnc
# ----------
iso,year,BLASTFUR,EAF with scrap,EAF with DRI,unit_prod
arg,2010,2600,608,1930,thousand tons
aus,2010,6070,295,934,thousand tons
aut,2010,6570,357,280,thousand tons
aze,2010,0,28.8,91.2,thousand tons
bel,2010,5180,1570,1230,thousand tons
bgd,2010,0,18.8,59.4,thousand tons
bgr,2010,0,413,324,thousand tons
bih,2010,592,0,0,thousand tons
blr,2010,30,800,1700,thousand tons
bra,2010,25100,1870,5940,thousand tons
can,2010,7650,4020,1340,thousand tons
che,2010,0,739,581,thousand tons
chl,2010,647,87.4,277,thousand tons
chn,2010,572000,63000,3320,thousand tons
col,2010,340,208,659,thousand tons
cub,2010,0,66.7,211,thousand tons
cze,2010,4760,234,184,thousand tons
deu,2010,30600,7400,5810,thousand tons
dnk,2010,0,0,0,thousand tons
dom,2010,0,0,0,thousand tons
dza,2010,662,0,0,thousand tons
ecu,2010,0,89.3,283,thousand tons
egy,2010,601,1460,4620,thousand tons
esp,2010,3840,7000,5500,thousand tons
est,2010,0,0,0,thousand tons
fin,2010,2760,708,556,thousand tons
fra,2010,9810,3140,2460,thousand tons
gbr,2010,7320,1340,1050,thousand tons
gha,2010,0,6,19,thousand tons
grc,2010,0,1020,801,thousand tons
gtm,2010,0,65.8,208,thousand tons
hrv,2010,0.4,30.3,64.3,thousand tons
hun,2010,1590,51.5,40.4,thousand tons
idn,2010,0,879,2780,thousand tons
ind,2010,23900,10800,34200,thousand tons
irl,2010,0,0,0,thousand tons
irn,2010,2150,2360,7480,thousand tons
isr,2010,0,72,228,thousand tons
ita,2010,8590,9610,7550,thousand tons
jor,2010,0,36,114,thousand tons
jpn,2010,85800,8350,15500,thousand tons
kaz,2010,3290,222,704,thousand tons
ken,2010,0,4.8,15.2,thousand tons
kor,2010,34100,12400,12400,thousand tons
lby,2010,0,198,627,thousand tons
lka,2010,0,7.2,22.8,thousand tons
lux,2010,0,1430,1120,thousand tons
lva,2010,655,0,0,thousand tons
mar,2010,0.1,116,369,thousand tons
mda,2010,0,76.8,163,thousand tons
mex,2010,5160,2810,8900,thousand tons
mkd,2010,0.1,93.4,198,thousand tons
mmr,2010,0,6,19,thousand tons
mne,2010,0,41.6,88.4,thousand tons
mys,2010,0,1370,4330,thousand tons
nga,2010,0,24,76,thousand tons
nld,2010,6520,71.5,56.1,thousand tons
nor,2010,0,297,233,thousand tons
nzl,2010,620,55.8,177,thousand tons
omn,2010,0,0,0,thousand tons
pak,2010,401,240,760,thousand tons
per,2010,0,211,669,thousand tons
phl,2010,0,252,798,thousand tons
pol,2010,4000,2240,1760,thousand tons
prk,2010,1300,0,0,thousand tons
prt,2010,0,864,679,thousand tons
pry,2010,59,0,0,thousand tons
qat,2010,0,473,1500,thousand tons
rom,2010,1990,969,762,thousand tons
rus,2010,49000,5750,12200,thousand tons
sau,2010,0,1200,3810,thousand tons
sgp,2010,0,175,553,thousand tons
slv,2010,0,15.4,48.6,thousand tons
srb,2010,1250,0,0,thousand tons
svk,2010,4240,190,149,thousand tons
svn,2010,0,340,267,thousand tons
swe,2010,3330,849,667,thousand tons
syr,2010,0,16.8,53.2,thousand tons
tha,2010,0,995,3150,thousand tons
tto,2010,0.4,137,434,thousand tons
tun,2010,0,36,114,thousand tons
tur,2010,8240,6690,14200,thousand tons
twn,2010,10400,2250,7110,thousand tons
ukr,2010,31900,480,1020,thousand tons
ury,2010,0,15.6,49.4,thousand tons
usa,2010,31200,37000,12300,thousand tons
uzb,2010,86,151,479,thousand tons
ven,2010,0,530,1680,thousand tons
vnm,2010,0,1040,3280,thousand tons
zaf,2010,4370,780,2470,thousand tons
alb,2011,0.4,148,315,thousand tons
are,2011,0,480,1520,thousand tons
arg,2011,2850,664,2100,thousand tons
aus,2011,5150,301,953,thousand tons
aut,2011,6790,386,303,thousand tons
aze,2011,0,28.8,91.2,thousand tons
bel,2011,5250,1550,1220,thousand tons
bgd,2011,0.2,20.4,64.4,thousand tons
bgr,2011,0.5,467,367,thousand tons
bih,2011,649,0,0,thousand tons
blr,2011,14,832,1770,thousand tons
bra,2011,27000,1980,6260,thousand tons
can,2011,7480,4060,1350,thousand tons
che,2011,0,784,616,thousand tons
chl,2011,1190,102,322,thousand tons
chn,2011,631000,67400,3550,thousand tons
col,2011,301,237,749,thousand tons
cub,2011,0,67.7,214,thousand tons
cze,2011,5130,255,200,thousand tons
deu,2011,30100,7950,6250,thousand tons
dnk,2011,0,0,0,thousand tons
dom,2011,0,0,0,thousand tons
dza,2011,551,0,0,thousand tons
ecu,2011,0,111,352,thousand tons
egy,2011,545,1430,4510,thousand tons
esp,2011,3840,6530,5130,thousand tons
est,2011,0,0,0,thousand tons
fin,2011,2700,720,566,thousand tons
fra,2011,9650,3430,2700,thousand tons
gbr,2011,6950,1420,1110,thousand tons
gha,2011,0,6,19,thousand tons
grc,2011,0,1080,851,thousand tons
gtm,2011,0.3,70.5,223,thousand tons
hrv,2011,0.5,30.6,64.9,thousand tons
hun,2011,1570,98.4,77.4,thousand tons
idn,2011,0,869,2750,thousand tons
ind,2011,24000,11900,37600,thousand tons
irl,2011,0,0,0,thousand tons
irn,2011,2300,2620,8280,thousand tons
isr,2011,0,72,228,thousand tons
ita,2011,9890,10600,8290,thousand tons
jor,2011,0,36,114,thousand tons
jpn,2011,82700,8700,16200,thousand tons
kaz,2011,3640,255,808,thousand tons
ken,2011,0,4.8,15.2,thousand tons
kor,2011,42100,13200,13200,thousand tons
lby,2011,0,24,76,thousand tons
lka,2011,0,7.2,22.8,thousand tons
lux,2011,0,1410,1110,thousand tons
lva,2011,0,318,250,thousand tons
mar,2011,0.3,157,497,thousand tons
mda,2011,0.3,100,213,thousand tons
mex,2011,5070,3130,9910,thousand tons
mkd,2011,0,124,262,thousand tons
mmr,2011,0,6,19,thousand tons
mne,2011,0,44.8,95.2,thousand tons
mys,2011,0,1430,4520,thousand tons
nga,2011,0,24,76,thousand tons
nld,2011,6760,96.4,75.8,thousand tons
nor,2011,0,342,268,thousand tons
nzl,2011,611,55.8,177,thousand tons
omn,2011,0,48,152,thousand tons
pak,2011,352,298,942,thousand tons
per,2011,0.2,210,666,thousand tons
phl,2011,0,288,912,thousand tons
pol,2011,4420,2440,1920,thousand tons
prk,2011,1300,0,0,thousand tons
prt,2011,0,1090,854,thousand tons
pry,2011,30,0,0,thousand tons
qat,2011,0,489,1550,thousand tons
rom,2011,1880,1090,858,thousand tons
rus,2011,50400,5920,12600,thousand tons
sau,2011,0,1270,4010,thousand tons
sgp,2011,0.4,180,571,thousand tons
slv,2011,0,23.3,73.7,thousand tons
srb,2011,1320,0,0,thousand tons
svk,2011,3860,213,167,thousand tons
svn,2011,0.4,363,285,thousand tons
swe,2011,3190,938,737,thousand tons
syr,2011,0,16.8,53.2,thousand tons
tha,2011,0,1020,3220,thousand tons
tto,2011,0,145,459,thousand tons
tun,2011,0,36,114,thousand tons
tur,2011,8830,8090,17200,thousand tons
twn,2011,10300,2370,7510,thousand tons
ukr,2011,33800,506,1070,thousand tons
ury,2011,0.2,19.4,61.4,thousand tons
usa,2011,34300,39100,13000,thousand tons
uzb,2011,83,156,494,thousand tons
ven,2011,0,715,2270,thousand tons
vnm,2011,0,1180,3720,thousand tons
zaf,2011,3990,853,2700,thousand tons
alb,2012,0,160,340,thousand tons
are,2012,0,578,1830,thousand tons
arg,2012,2210,667,2110,thousand tons
aus,2012,3780,268,848,thousand tons
aut,2012,6750,378,297,thousand tons
aze,2012,0,28.8,91.2,thousand tons
bel,2012,4650,1490,1170,thousand tons
bgd,2012,0,21,66.3,thousand tons
bgr,2012,0.2,354,278,thousand tons
bih,2012,700,0,0,thousand tons
blr,2012,0,860,1830,thousand tons
bra,2012,26400,1940,6150,thousand tons
can,2012,7810,4270,1420,thousand tons
che,2012,0,812,638,thousand tons
chl,2012,1190,116,368,thousand tons
chn,2012,666000,61600,3240,thousand tons
col,2012,345,230,727,thousand tons
cub,2012,0,66.5,211,thousand tons
cze,2012,4700,208,163,thousand tons
deu,2012,28900,7720,6070,thousand tons
dnk,2012,0,0,0,thousand tons
dom,2012,0,0,0,thousand tons
dza,2012,557,0,0,thousand tons
ecu,2012,0,102,323,thousand tons
egy,2012,527,1460,4640,thousand tons
esp,2012,3420,5720,4500,thousand tons
est,2012,0,0,0,thousand tons
fin,2012,2300,818,642,thousand tons
fra,2012,9510,3420,2680,thousand tons
gbr,2012,7520,1150,904,thousand tons
gha,2012,0,6,19,thousand tons
grc,2012,0,698,549,thousand tons
gtm,2012,0.5,80,253,thousand tons
hrv,2012,0,0.32,0.68,thousand tons
hun,2012,1490,30.1,23.7,thousand tons
idn,2012,0,541,1710,thousand tons
ind,2012,24900,12600,39800,thousand tons
irl,2012,0,0,0,thousand tons
irn,2012,2160,2950,9350,thousand tons
isr,2012,0,72,228,thousand tons
ita,2012,9310,10000,7890,thousand tons
jor,2012,0,36,114,thousand tons
jpn,2012,82300,8720,16200,thousand tons
kaz,2012,2900,185,587,thousand tons
ken,2012,0,4.8,15.2,thousand tons
kor,2012,43100,13000,13000,thousand tons
lby,2012,0,75.6,239,thousand tons
lka,2012,0,7.2,22.8,thousand tons
lux,2012,0,1240,972,thousand tons
lva,2012,0.2,451,354,thousand tons
mar,2012,0,129,410,thousand tons
mda,2012,0.4,107,228,thousand tons
mex,2012,4990,3140,9940,thousand tons
mkd,2012,0,69.4,148,thousand tons
mmr,2012,0,6,19,thousand tons
mne,2012,0,38.4,81.6,thousand tons
mys,2012,0,1350,4270,thousand tons
nga,2012,0,24,76,thousand tons
nld,2012,6740,78.8,62,thousand tons
nor,2012,0,392,308,thousand tons
nzl,2012,626,68.8,218,thousand tons
omn,2012,0,72,228,thousand tons
pak,2012,201,343,1090,thousand tons
per,2012,0.1,235,745,thousand tons
phl,2012,0.4,302,957,thousand tons
pol,2012,4230,2310,1820,thousand tons
prk,2012,1280,0,0,thousand tons
prt,2012,0,1100,862,thousand tons
pry,2012,44,0,0,thousand tons
qat,2012,0,515,1630,thousand tons
rom,2012,1700,891,700,thousand tons
rus,2012,49400,6660,14100,thousand tons
sau,2012,0,1250,3950,thousand tons
sgp,2012,0.5,165,522,thousand tons
slv,2012,0,17.4,54.9,thousand tons
srb,2012,346,0,0,thousand tons
svk,2012,4020,213,168,thousand tons
svn,2012,0.1,354,278,thousand tons
swe,2012,2880,808,635,thousand tons
syr,2012,0,2.4,7.6,thousand tons
tha,2012,0,799,2530,thousand tons
tto,2012,0,151,477,thousand tons
tun,2012,0,36,114,thousand tons
tur,2012,9320,8500,18100,thousand tons
twn,2012,11100,2300,7270,thousand tons
ukr,2012,31000,636,1350,thousand tons
ury,2012,0.4,18.6,59,thousand tons
usa,2012,36300,39300,13100,thousand tons
uzb,2012,0,177,560,thousand tons
ven,2012,0,566,1790,thousand tons
vnm,2012,0,1270,4030,thousand tons
zaf,2012,3900,728,2310,thousand tons
alb,2013,0,176,374,thousand tons
are,2013,0,691,2190,thousand tons
arg,2013,2530,637,2020,thousand tons
aus,2013,3640,251,794,thousand tons
aut,2013,7290,372,292,thousand tons
aze,2013,0,41.5,131,thousand tons
bel,2013,4740,1340,1050,thousand tons
bgd,2013,0.5,20,63.5,thousand tons
bgr,2013,0.2,293,230,thousand tons
bih,2013,721,0.32,0.68,thousand tons
blr,2013,0,718,1530,thousand tons
bra,2013,25600,2060,6510,thousand tons
can,2013,6850,4170,1390,thousand tons
che,2013,0,857,673,thousand tons
chl,2013,865,110,348,thousand tons
chn,2013,774000,46000,2420,thousand tons
col,2013,323,219,694,thousand tons
cub,2013,0,77.3,245,thousand tons
cze,2013,4800,205,161,thousand tons
deu,2013,29200,7540,5920,thousand tons
dnk,2013,0,0,0,thousand tons
dom,2013,0,0,0,thousand tons
dza,2013,417,0,0,thousand tons
ecu,2013,0,137,433,thousand tons
egy,2013,539,1490,4720,thousand tons
esp,2013,4210,5620,4420,thousand tons
est,2013,0,0,0,thousand tons
fin,2013,2220,728,572,thousand tons
fra,2013,10200,3070,2420,thousand tons
gbr,2013,9920,1090,855,thousand tons
gha,2013,0,6,19,thousand tons
grc,2013,0,577,453,thousand tons
gtm,2013,0.2,92.4,292,thousand tons
hrv,2013,0,43.2,91.9,thousand tons
hun,2013,744,77.8,61.2,thousand tons
idn,2013,0,635,2010,thousand tons
ind,2013,34900,11100,35300,thousand tons
irl,2013,0,0,0,thousand tons
irn,2013,2010,3220,10200,thousand tons
isr,2013,0,72,228,thousand tons
ita,2013,6800,9690,7610,thousand tons
jor,2013,0,36,114,thousand tons
jpn,2013,85700,8720,16200,thousand tons
kaz,2013,3010,63.8,202,thousand tons
ken,2013,0,4.8,15.2,thousand tons
kor,2013,40300,12900,12900,thousand tons
lby,2013,0,171,542,thousand tons
lka,2013,0,7.2,22.8,thousand tons
lux,2013,0,1170,920,thousand tons
lva,2013,0,111,87.3,thousand tons
mar,2013,0,134,424,thousand tons
mda,2013,0.2,60.7,129,thousand tons
mex,2013,5360,3090,9790,thousand tons
mkd,2013,0.3,31.9,67.8,thousand tons
mmr,2013,0,7.2,22.8,thousand tons
mne,2013,0,22.4,47.6,thousand tons
mys,2013,0,1130,3570,thousand tons
nga,2013,0,24,76,thousand tons
nld,2013,6580,73.9,58,thousand tons
nor,2013,0,339,266,thousand tons
nzl,2013,611,69.3,220,thousand tons
omn,2013,0,120,380,thousand tons
pak,2013,165,403,1280,thousand tons
per,2013,0,257,813,thousand tons
phl,2013,0.2,314,994,thousand tons
pol,2013,4400,1990,1560,thousand tons
prk,2013,1250,0,0,thousand tons
prt,2013,0,1150,902,thousand tons
pry,2013,45,0,0,thousand tons
qat,2013,0,537,1700,thousand tons
rom,2013,1830,647,508,thousand tons
rus,2013,49000,6400,13600,thousand tons
sau,2013,0,1310,4160,thousand tons
sgp,2013,0.3,104,330,thousand tons
slv,2013,0,28.4,90,thousand tons
srb,2013,396,0,0,thousand tons
svk,2013,4170,190,149,thousand tons
svn,2013,0.1,346,272,thousand tons
swe,2013,2990,794,624,thousand tons
syr,2013,0,2.4,7.6,thousand tons
tha,2013,0,859,2720,thousand tons
tto,2013,0.2,148,468,thousand tons
tun,2013,0,36,114,thousand tons
tur,2013,9930,7910,16800,thousand tons
twn,2013,12500,2350,7450,thousand tons
ukr,2013,30800,624,1330,thousand tons
ury,2013,0.1,21.8,69.1,thousand tons
usa,2013,34200,39500,13200,thousand tons
uzb,2013,0,179,567,thousand tons
ven,2013,0,513,1630,thousand tons
vnm,2013,821,1120,3540,thousand tons
zaf,2013,4270,694,2200,thousand tons
alb,2014,0,179,381,thousand tons
are,2014,0,574,1820,thousand tons
arg,2014,2750,658,2080,thousand tons
aus,2014,3570,248,786,thousand tons
aut,2014,7180,387,304,thousand tons
aze,2014,0,43.2,137,thousand tons
bel,2014,4950,1330,1050,thousand tons
bgd,2014,0,21.6,68.4,thousand tons
bgr,2014,0,343,269,thousand tons
bih,2014,793,0,0,thousand tons
blr,2014,0,804,1710,thousand tons
bra,2014,26000,1890,5990,thousand tons
can,2014,7720,3760,1250,thousand tons
che,2014,0,826,649,thousand tons
chl,2014,697,91.8,291,thousand tons
chn,2014,768000,51600,2720,thousand tons
col,2014,298,219,692,thousand tons
cub,2014,0,61.5,195,thousand tons
cze,2014,5010,198,156,thousand tons
deu,2014,29900,7310,5750,thousand tons
dnk,2014,0,0,0,thousand tons
dom,2014,0,0,0,thousand tons
dza,2014,415,0,0,thousand tons
ecu,2014,0,160,507,thousand tons
egy,2014,515,1430,4540,thousand tons
esp,2014,4210,5620,4420,thousand tons
est,2014,0,0,0,thousand tons
fin,2014,2540,708,557,thousand tons
fra,2014,10600,3080,2420,thousand tons
gbr,2014,10100,1090,860,thousand tons
gha,2014,0,6,19,thousand tons
grc,2014,0,572,450,thousand tons
gtm,2014,0.3,94.7,300,thousand tons
hrv,2014,0,53.6,114,thousand tons
hun,2014,974,99.7,78.3,thousand tons
idn,2014,1900,606,1920,thousand tons
ind,2014,37100,12100,38200,thousand tons
irl,2014,0,0,0,thousand tons
irn,2014,2720,3270,10300,thousand tons
isr,2014,0,72,228,thousand tons
ita,2014,6510,9630,7570,thousand tons
jor,2014,0,36,114,thousand tons
jpn,2014,85000,8990,16700,thousand tons
kaz,2014,3530,37.2,118,thousand tons
ken,2014,0,4.8,15.2,thousand tons
kor,2014,47300,12100,12100,thousand tons
lby,2014,0.3,171,541,thousand tons
lka,2014,0,7.2,22.8,thousand tons
lux,2014,0,1230,965,thousand tons
lva,2014,0,0,0,thousand tons
mar,2014,0.1,120,381,thousand tons
mda,2014,0.2,112,239,thousand tons
mex,2014,5680,3180,10100,thousand tons
mkd,2014,0,60.2,128,thousand tons
mmr,2014,0,8.4,26.6,thousand tons
mne,2014,0,44.8,95.2,thousand tons
mys,2014,0,1040,3280,thousand tons
nga,2014,0,24,76,thousand tons
nld,2014,6840,70.3,55.2,thousand tons
nor,2014,0,336,264,thousand tons
nzl,2014,595,63.4,201,thousand tons
omn,2014,0,360,1140,thousand tons
pak,2014,143,547,1730,thousand tons
per,2014,0,259,819,thousand tons
phl,2014,0.1,287,909,thousand tons
pol,2014,5070,1960,1540,thousand tons
prk,2014,1250,0,0,thousand tons
prt,2014,0,1160,911,thousand tons
pry,2014,47,0,0,thousand tons
qat,2014,0,725,2290,thousand tons
rom,2014,1840,736,578,thousand tons
rus,2014,49600,6990,14900,thousand tons
sau,2014,0,1510,4780,thousand tons
sgp,2014,0,130,410,thousand tons
slv,2014,0,29.1,92.3,thousand tons
srb,2014,583,0,0,thousand tons
svk,2014,4340,203,159,thousand tons
svn,2014,0,344,271,thousand tons
swe,2014,3100,808,635,thousand tons
syr,2014,0,1.2,3.8,thousand tons
tha,2014,0,983,3110,thousand tons
tto,2014,0,117,370,thousand tons
tun,2014,0,36,114,thousand tons
tur,2014,10300,7600,16200,thousand tons
twn,2014,13500,2300,7280,thousand tons
ukr,2014,25500,537,1140,thousand tons
ury,2014,0.4,22.5,71.1,thousand tons
usa,2014,33000,41400,13800,thousand tons
uzb,2014,0,174,550,thousand tons
ven,2014,0.2,356,1130,thousand tons
vnm,2014,1460,1050,3330,thousand tons
zaf,2014,3620,669,2120,thousand tons
alb,2015,0,48,102,thousand tons
are,2015,0,721,2280,thousand tons
arg,2015,2820,529,1680,thousand tons
aus,2015,3800,271,857,thousand tons
aut,2015,7020,374,294,thousand tons
aze,2015,0,43.2,137,thousand tons
bel,2015,4810,1370,1080,thousand tons
bgd,2015,0,24,76,thousand tons
bgr,2015,0,304,239,thousand tons
bih,2015,819,0,0,thousand tons
blr,2015,0,803,1710,thousand tons
bra,2015,26500,1610,5110,thousand tons
can,2015,6720,4320,1440,thousand tons
che,2015,0,826,649,thousand tons
chl,2015,773,81.3,258,thousand tons
chn,2015,756000,45100,2370,thousand tons
col,2015,241,233,737,thousand tons
cub,2015,0,68.3,216,thousand tons
cze,2015,4900,201,158,thousand tons
deu,2015,30100,7070,5550,thousand tons
dnk,2015,0,0,0,thousand tons
dom,2015,0,0,0,thousand tons
dza,2015,650,0,0,thousand tons
ecu,2015,0.3,173,547,thousand tons
egy,2015,576,1180,3750,thousand tons
esp,2015,4700,5680,4460,thousand tons
est,2015,0,0,0,thousand tons
fin,2015,2620,764,601,thousand tons
fra,2015,9820,2890,2270,thousand tons
gbr,2015,9050,1040,817,thousand tons
gha,2015,0,6,19,thousand tons
grc,2015,0,510,400,thousand tons
gtm,2015,0.4,96.6,306,thousand tons
hrv,2015,0.5,38.9,82.6,thousand tons
hun,2015,1510,94.1,73.9,thousand tons
idn,2015,2720,512,1620,thousand tons
ind,2015,38200,12200,38600,thousand tons
irl,2015,0,0,0,thousand tons
irn,2015,2410,3300,10400,thousand tons
isr,2015,0,72,228,thousand tons
ita,2015,4790,9650,7580,thousand tons
jor,2015,0,36,114,thousand tons
jpn,2015,81100,8420,15600,thousand tons
kaz,2015,3620,69.6,220,thousand tons
ken,2015,0,4.8,15.2,thousand tons
kor,2015,48500,10600,10600,thousand tons
lby,2015,0.2,84.4,267,thousand tons
lka,2015,0,7.2,22.8,thousand tons
lux,2015,0,1190,936,thousand tons
lva,2015,0,0,0,thousand tons
mar,2015,0.1,124,392,thousand tons
mda,2015,0,142,301,thousand tons
mex,2015,4980,3180,10100,thousand tons
mkd,2015,0,38.8,82.5,thousand tons
mmr,2015,0,8.4,26.6,thousand tons
mne,2015,0,48,102,thousand tons
mys,2015,0,908,2880,thousand tons
nga,2015,0,24,76,thousand tons
nld,2015,6890,60,47.2,thousand tons
nor,2015,0,330,260,thousand tons
nzl,2015,583,50.4,160,thousand tons
omn,2015,0,480,1520,thousand tons
pak,2015,182,650,2060,thousand tons
per,2015,0.4,260,822,thousand tons
phl,2015,0,232,736,thousand tons
pol,2015,5320,2170,1710,thousand tons
prk,2015,1250,0,0,thousand tons
prt,2015,0,1140,893,thousand tons
pry,2015,48,0,0,thousand tons
qat,2015,0,622,1970,thousand tons
rom,2015,2250,616,484,thousand tons
rus,2015,49300,6910,14700,thousand tons
sau,2015,0,1250,3970,thousand tons
sgp,2015,0,120,381,thousand tons
slv,2015,0.1,29.7,94.2,thousand tons
srb,2015,955,0,0,thousand tons
svk,2015,4240,183,143,thousand tons
svn,2015,0,338,266,thousand tons
swe,2015,2890,934,734,thousand tons
syr,2015,0,1.2,3.8,thousand tons
tha,2015,0,892,2830,thousand tons
tto,2015,0,142,449,thousand tons
tun,2015,0,12,38,thousand tons
tur,2015,11000,6550,13900,thousand tons
twn,2015,13300,1940,6130,thousand tons
ukr,2015,21700,414,879,thousand tons
ury,2015,0,23.4,74.1,thousand tons
usa,2015,29400,37100,12400,thousand tons
uzb,2015,0,154,489,thousand tons
ven,2015,0,323,1020,thousand tons
vnm,2015,2270,811,2570,thousand tons
zaf,2015,3910,602,1910,thousand tons
