# File: Andrew_cement_production.csv
# Title: Andrew historical cement production
# Units: kt cement
# Description: Historical cement production 1880 - 2024 by country, energy use, energy intensity, process-based emissions, energy-use emissions, and total emissions
# Source: 1. annual_cement_production.csv from https://zenodo.org/records/14931651 documented here https://essd.copernicus.org/articles/11/1675/2019/
# Column types: ncccc
# ----------
Year,AFG,ALB,DZA,AND,AGO,AIA,ATA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BES,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CAN,CPV,CYM,CAF,TCD,CHL,CHN,CXR,COL,COM,COG,COK,CRI,CIV,HRV,CUB,CUW,CYP,CZE,CSK,PRK,COD,VDR,DNK,DJI,DMA,DOM,East & West Pakistan,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FRO,FLK,DEW,FSM,Federation of Malaya-Singapore,FJI,FIN,YMD,DDR,PCZ,YEM (886),FRA,French Equatorial Africa,GUF,French Indo-China,PYF,French West Africa,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRL,GRD,GLP,GTM,GIN,GNB,GUY,HTI,HND,HKG,HUN,ISL,IND,IDN,IRQ,IRL,IRN,ISR,ITA,JAM,JPN,Japan (Excluding The Ruyuku Islands),JOR,KAZ,KEN,KIR,KSV,KWT,Kuwaiti Oil Fires,KGZ,LAO,LVA,LBN,Leeward Islands,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MKD,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MTQ,MRT,MUS,MEX,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,ANT,Netherland Antilles and Aruba,NLD,NCL,NZL,NIC,NER,NGA,NIU,NOR,PSE,OMN,Pacific Islands (Palau),PAK,PLW,PAN,PNG,PRY,Peninsular Malaysia,PER,PHL,BOL,POL,PRT,QAT,CMR,KOR,MDA,SSD,Republic of South Vietnam,SDN (729),REU,Rhodesia-Nyasaland,ROU,RUS,RWA,Rwanda-Urundi,Ryukyu Islands,Sabah,SHN,LCA,SXM,WSM,STP,Sarawak,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,KNA (659),KNA (658),SPM,VCT,SDN (736),SUR,SWZ,SWE,CHE,SYR,TWN,TJK,Tanganyika,THA,TLS,TGO,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,United Korea,TZA,USA,URY,SUN,UZB,VUT,VEN,VNM,WLF,YEM (887),YUG,SCG,ZMB,Zanzibar,ZWE
2008,37.3,918,17397,0,1780,0,0,0,9703.265,770,0,9400,5309,1595,0,438,10000,301,4219,6710,0,1347,0,180,0,1406,,51970,0,240,4651,468,0,772,13672,0,0,0,,4622,1423557.3,0,10456,0,105,0,2100,360,3403,1707,0,1914,4710,,6415,411,,2494,,0,4207,,5493,38600,1300,0,45,808,1834,0,0,,0,,143,1633,,,0,,20895,0,62,,0,,230,0,450,32461,1800,0,12801,0,0,300,2500,381,0,,300,1784,1426,3544,138,182690,38530,6453,4493,43651.31507,4819,43030,724.528,62809,,4375,5837,2829,0,590,2600,0,1218,400,1076,4250,0,0,94,5509,0,310,1091,,916,160,237,19629,0,,0,0,150,322,0,42275.223,269,0,0,14047,744,676,0,0,295,,,3097,137,1200,530,56,10000,0,1747,0,3991,0,27044,0,1843,,800,,6922,13369,1985.410782,17207,6629,3800,1000,51653,1775.9,0,,252.595126,400,,10659,53548.2,103,,,,0,0,0,0,0,,32888,3084,2843,0,254,0,4157,1525,0,0,13473,42083.407,1800,0,0,0,0,,65,0,2934,4102,5336,17330.277,190,,31650.87,0,1265,0,958,7559,51432,1025,0,0,1193,14918,21885,10073,,1756,87610,620,,6600,0,8044,40009,0,2111,,0,560,,400
2009,31.5,1108,18732,0,1800,0,0,0,9384.901,467,0,9200,4646,1286,0,700,12000,256,4350,5990,0,1315,0,180,0,1074,250,51747,0,220,2645,563,0,933,10985,0,0,0,,3876,1643977.8,0,9232,0,110,0,2100,283,2919,1626,0,1481,3672,,6126,460,,1575,0,0,3852,,5310,48000,1212,0,45,326,1688,0,0,,0,,110,1052,,,0,,17974,0,62,,0,,250,0,870,29974,1800,0,10069,0,0,300,1500,298,0,,300,1800,1124,2807,138,201810,36910,7000,2797,49379,4759,36317,736.56,54802,,3876,5694,3320.282,0,500,2000,0,579,1000,583,4897,0,0,71,6500,0,357,1000,,909,140,232,19457,0,,0,0,150,324.415,0,40901.818,235,0,0,14519,777,670,0,0,1200,,,2342,138,1200,530,42,10000,0,1093,0,4000,0,30419,0,1679,,600,,8100,14865,2291.605134,15043,5318,4095,1100,50126,869.4,0,,630.728655,380,,7797,44266.2,92,,,,0,0,0,0,0,,37847,3320,2166,0,236.24,0,3011,1082,0,0,11784,29504.5736,1900,0,0,0,0,,49,0,1586,4163,5176,15918.474,195,,31180.734,0,1179,0,870,7514,53973,1100,0,0,1162.241,9496,18997,7623,,1941,64843,1050,,6850,0,7900,48810,0,2118,,0,880,,700
2010,35.6,1300,19100,0,1500,0,0,0,10423.089,488,0,8300,4254,1279,0,1200,13770,229,4531,6095,0,1305,0,200,0,949,260,59117,0,270,1961,587,0,789,12431,0,0,0,0,3871,1881911.7,0,9504.777479,0,80,0,1276,1800,2488,1631,0,1329,3379,,6279,490,,1553,0,0,4106,,5287,49500,1290,0,45,375,1639,0,0,,0,,163,1215,,,0,,17733,0,89,,0,,223,0,857,29203,2100,0,9268,0,0,300,2794,237,0,0,300,1600,1461,2136,140,213190,39480,8000,2379,60137,5139,34408,723.489,51526,,3929,6686,3709.806,0,420,2000,0,760,1200,834,5227,0,0,72,7000,0,635,1078,,820,160,188,19762,0,,0,0,150,552,0,39064.706,323,0,0,14000,884,534,5,0,1360,,,2138,160,1100,600,32,10000,0,1298,0,4500,0,29380,0,1491,200,650,,8396,15900,2414.382277,15521,4587,3780,1000,47420.06,861.4,0,,1936.100814,300,,6909,50392.3,95,,,,0,0,0,0,0,,42970,4066,2130,0,301,0,2888,799,0,0,10870,26161.66011,1737,0,0,0,0,,45,0,1796,4527,6000,16300.989,288,,28840,0,1185,0,791,8070,62737,1150,0,0,1347,9457,18000,7883,,2312,67202,834,,6872,0,7120,55801,0,1864,,0,1127,,800
2011,35.7,1800,19000,0,2000,0,0,0,11592.31,422,0,8600,4427,1425,0,1300,14690,223,4604,6954,0,1460,0,544,0,893,15,64093,0,290,1882,590,35,907,12001,0,0,0,2,4406,2099258.6,0,10778.5376,0,70,0,1400,1800,2682,1736,0,1207,3831,,6452,458,,1811,0,0,3997,,5706,48700,1320,0,160,451,2082,0,0,,0,,170,1387,,,0,,19270,0,90,,0,,226,0,1502,32779,2500,0,5553,0,0,300,2850,365,0,0,50,1620,1537,1694,142,224050,45238,10000,2103,65158,5480,33120,766.274,51293,,2816,7642,4478.428,0,420,2250,0,1022,1300,996,5550,0,0,81,3500,0,752,1229,450,930,200,250,21198,0,0,0,0,150,565,0,40552.226,426,0,0,14000,976,538,284,0,2100,,,2318,146,1200,700,66,12000,0,1387,0,5000,0,29140,0,1766,200,650,,8500,16063,2657.64954,18552,5069,5000,1146,48249.153,1018,0,,3004.122511,250,,8087,56152.5,94,,,,0,0,0,0,0,,48363,4677,2095,0,311,0,3219,760,0,0,11234,22178.23656,1984,0,0,0,0,,74,0,2064,4750,5000,16852.035,299,,30290,0,1200,0,827,7055,63405,1950,0,0,1666,10515,16000,8529,,2409,68639,968,,6698,0,7760,58271,0,2800,,0,1200,,1000
2012,70.8,2230,19000,0,3000,0,0,0,10716.255,438,0,8500,4455,1966,0,1350,15250,176,4906,6280,0,1390,0,521,0,846,15,68809,0,330,1803,659,71,980,12465,0,0,0,140,4722,2209840.8,0,10924.786,0,150,0,1400,1900,2254,1825,0,1026,3434,,6446,413,,1798,0,0,4130,,6025,51200,1380,0,230,482,3548,0,0,,0,,150,1300,,,0,,17810,0,100,,0,,200,0,1546,32432,4600,0,5005,0,0,300,2880,317,0,0,75,1730,1675,1870,146,241920,52350,10000,1198,69210.536,5892,26240,760.296,54740,,4060,7050,4639.723,0,535,2400,0,1239,1500,1015,5309,0,0,122,2000,0,901,1040,440,645,230,240,21726,0,0,0,0,150,630,0,41665.656,349,0,0,16270,1184,922,428,0,2720,,,1940,125,1140,620,75,16000,0,1659,0,6100,0,30203,0,2310,200,800,,9847,18907,2714.089132,15735,4090,5500,1275,46862.24,1051.4,0,,3507.169496,350,,8223,61690.6,106,,,,0,0,0,0,0,,53807.3,4689,1831,0,335,0,2915,745,0,0,11560,15938.9654,2066,0,0,0,0,,114,0,2141,4430,6000,15793.591,232,,31760,0,1605,0,654,7241,63879,2370,0,0,1780,9843,15000,7952,,2581,74934,872,,6800,0,8440,56353,0,2760,,0,1600,,1480
2013,87,2000,18500,0,4000,0,0,0,11891.837,431,0,8400,4385,2296,0,1300,16780,160,5057,6119,0,1422,0,570,0,882,15,70161.545,0,340,1812,580,100,1060,11611,0,0,0,180,4880,2419238.9,0,11251.933,0,250,0,1460,2300,2333,1659,0,855,3211,,6600,447,,1830,150,0,4246,,6670,50200,1200,0,230,457,4493,0,0,,0,,181,1300,,,0,,18018,0,94,,0,,170,0,1619,31308,4500,0,5283,0,0,300,2970,377,0,0,100,1700,1768,1350,0,254757,56690,12000,2000,71297.514,6398,23100,824.893,57962.406,,4200,7072,5059.129,0,543.5007,3000,0,1676,2156,1070,5831,0,0,194,2000,0,1000,1093,580,730,230,230,21457,0,440,0,0,150,690,0,39391.285,259,0,0,16870,1299,1121,520,0,2990,,,2050,119,1200,650,29,20000,0,1700,0,5800,0,31285,0,2370,200,960,,10527,20150,3061.147311,14539,5000,5335,1400,47290.598,1095.3,0,,3536.579722,400,,7451,66548.9,130,,,,0,0,0,0,0,,55693,5191,1592,0,313,0,3121,614,0,0,12168,13731.8764,1929,0,0,0,0,,131,0,2560,4740,4000,16575.743,384,,35854,0,1800,0,802,7504,71337,2650,0,0,2023,9857,15700,8203,,2346,77415,850,,6990,0,8846,57516,0,3300,,0,1810,,1190
2014,70.1,1740,19260,0,5100,0,0,0,11408.393,422,0,9000,4400,2941,0,1300,17000,160,5617,6364,0,1396,0,690,0,840,15,72502.878,0,240,1785,403,70,1400,11879,0,0,0,200,4200,2492070.8,0,12402.37117,0,460,0,1500,2690,2359,1580,0,735,3511,,6675,330,,2825,170,0,5018,,6600,51400,1000,0,230,447,5424,0,0,,0,,188,1250,,,0,,16400,0,87,,0,,180,0,1626,32099,4500,0,5105,0,0,300,3500,435,0,2,200,1700,1900,1530,0,271324,56760,9000,2200,67258.4037,6603,21500,830.061,57912.568,,4400,8140,5860.537,0,517.68895,2800,0,1730,2201,903,6000,0,0,295,7000,0,1100,1058,590,660,150,270,22446,0,660,0,0,150,870,0,41483.652,411,0,0,14320,1512,1317,583,0,3100,,,2610,106,1100,700,21,20000,0,1700,0,5100,0,31964,0,2190,200,1000,,10676,21305,3336.939514,15357,5420,6080,1300,47047.9,1086.2,0,,3477.759269,350,,7621,69139.2,140,,,,0,0,0,0,0,,57218,4899,1605,0,336,0,3319,706,0,0,12068,14554.03887,1885,0,0,0,0,,70,0,2500,4790,1850,14629.131,1150,,36150,0,1700,0,837,9127,71239,2900,0,0,2141,8636,20500,8958,,2809,83124,830,,7350,0,7940,60982,0,3190,,0,1900,,1280
2015,100.8,1980,20250,0,5240,0,0,0,12192.563,417,0,9500,4700,2683,0,1050,24000,160,4638,6275,0,1382,0,791,0,808,15,66488.57,0,230,2114,1350,100,1700,12167,0,0,0,220,4320,2359188.3,0,13046.71696,0,700,0,1600,3100,2340,1518,0,788,3781,,6697,399,,3047,140,0,5181,,5860,53600,990,0,200,390,7500,0,0,,0,,204,1300,,,0,,15600,0,76,,0,,200,0,1759,31150,3830,0,5289,0,0,300,3670,900,0,100,200,1700,1930,1570,0,275154,59850,10000,2980,59841.79853,6904,20800,807.817,54826.884,,4500,8729,6338.185,0,630.20325,3100,0,1496,3099,980,5500,0,0,298,5000,0,1100,1080,600,672,150,155,22347,0,630,0,0,150,860,0,44381.125,410,0,0,14460,1585,989,635,0,3910,,,2260,112,1200,740,51,21000,0,1640,0,5300,0,33290,0,1970,200,1300,,10410,24050,3468.208713,15016,5620,6880,1700,52043.695,1122.8,0,,3705.688524,250,,8356,62102.6,180,,,,0,0,0,0,0,,61494.059,4615,1654,0,324,0,3466,600,0,0,12992,15076.97544,2287,0,0,0,0,,70,0,2840,4390,1850,13445.066,1418,,36216,0,1460,0,840,9507,71419,3300,0,0,2331,8511,20500,9235,,3135,84940,902,,8350,0,8210,67645,0,2530,,0,1800,,1510
2016,186.3,1680,22870,0,3870,0,0,0,10898.581,267,0,9600,4800,2310,0,1390,25220,160,4503,6255,0,1356,0,940,0,841,15,58160.313,0,250,1994,1650,100,2100,11693,0,0,0,250,4310,2410309.8,0,12495.40203,0,950,0,1220,3600,2267,1493,0,1019,3937,,7077,253,,2220,130,0,5171,,5550,56500,880,0,200,399,8500,0,0,,0,,219,1340,,,0,,15900,0,91,,0,,340,0,1809,32737,4310,0,6540,0,0,300,3360,1160,0,400,200,1840,1840,1283,0,289294,62000,13000,3300,56580.42571,7150,19300,911.325,53255.453,,4530,9204,6707.23,0,711.882,4000,0,1302,3407,1010,5264,0,0,241,4100,0,1000,1130,,855,150,151,20006,0,650,0,0,150,790,0,47715.175,432,0,0,14260,2446,2520,505.047,0,5850,,,2930,112,900,780,51,22000,0,1660,0,5700,0,37022,0,1900,200,1300,,10094,23000,3601.33729,15514,4100,6700,2340,56507.193,900.2,0,,4014.495901,250,,8038,54935.2,350,,,,0,0,0,0,0,,55943,5149,1801,0,320,0,3518,700,0,0,14457,15055.56945,2695,0,0,0,0,,20,0,2840,4710,2450,12126.209,1361,,34860,0,1470,0,721,8992,75403,3500,0,0,2494,9023,16900,9370,,4071,85153,742,,8470,0,5790,74457,0,1400,,0,2000,,1190
2017,109.6,1930,25330,0,2570,0,0,0,11960.151,356,0,9700,5058,2955,0,1490,27240,240,4490,7314,0,1373,0,895,0,910,15,54003.893,0,270,2117,1800,45,3400,12706,0,0,0,350,4000,2330840.6,0,12298.84296,0,1050,0,1364,3500,2608,1431,0,1319,4043,,6837,900,,2360,160,0,5254,,5690,53900,900,0,180,503,9100,0,0,,0,,141,1510,,,0,,16900,0,80,,0,,370,0,2058,33991,3940,0,6246,0,0,300,3440,1280,0,400,300,2140,1580,1663,0,284950,69279,14000,3300,54142.63988,6361,19300,845.932,55195.379,,4680,9398,6230.291,0,840,3400,0,1505,3938,1023,5149,0,0,285,4500,0,1000,1200,,901,200,211,18762,0,670,0,0,150,850,0,48358.006,675,0,0,13850,2350,5480,780,0,8050,,,2030,104,360,780,51,19000,0,1880,0,4860,0,38657,0,1920,200,1500,,9980,26000,3610.988692,17229,3790,6000,2560,57399.835,1116,0,,4014.495901,250,,8442,54721.7,390,,,,0,0,0,0,0,,43034.6,5197,1908,0,310,0,3782,660,0,0,14134,16081.82289,2819,0,0,0,0,,30,0,3020,4580,2120,10876.398,3117,,39067,0,1370,0,670,8104,80552.257,3600,0,0,2511,9003,17400,9359,,4200,86799,817,,8930,0,5410,81488,0,1920,,0,2210,,1210
2018,139.2,1770,25000,0,2600,0,0,0,11841.499,546,0,10200,5421,3445,0,1173,31500,240,4519,7546,0,2530,0,941,0,995,1,53602.493,0,290,2331,2150,100,4900,13554,0,0,0,370,4750,2236096.2,0,12459.87416,0,700,0,1340,4500,2828,1590,0,1358,4428,,5832,1169,,2200,224,0,5430,,5800,52000,1089,0,180,527,9500,0,0,,0,,143,1460,,,0,,16500,0,93,,0,,490,0,1981,33633,5110,0,6580,0,0,310,3030,1380,0,410,300,1960,1640,1670,0,327740,75213,24000,4000,54661.91883,5858,18644,787.411,55307.402,,4940,9913,6029.934,0,756.003,3400,0,1931,4800,1151,4702,0,0,332,4500,0,1000,1211,,921,130,232,17556,0,1000,0,0,150,1023,0,45542.012,934,0,0,13378,2400,4500,930,0,9000,,,2940,86,450,680,4,22000,0,1680,0,5370,0,40830,0,1640,200,1100,,10049,27700,3757.392014,18944,3960,5600,2830,52092.607,1233,0,,4014.495901,260,,8951,53678.9,400,,,,0,0,0,0,0,,42181,5412,2093,0,310,0,3913,880,0,0,13680,16568.44136,2841,0,0,0,0,,30,0,3256,4290,1793,10938.847,3844,,39221,0,1111,0,663,7822,72544.43,2700,0,0,2557,8926.866157,17200,9197,,4459,87000,812,,9200,0,2010,89121,0,1880,,0,2751,,1440
2019,93.8,1770,26000,0,2900,0,0,0,11081.73,591,0,9900,5264,3488,0,670,33800,240,4728,7857,0,2600,0,906,0,955,0,56611.225,0,290,2456,2745,75,7400,14000,0,0,0,410,5030,2344306.2,0,13012.79223,0,730,0,1220,4900,2968,1407,0,1537,4569,,5604,1383,,2250,250,0,5644,,5550,48700,1280,0,180,411,8700,0,0,,0,,128,1430,,,0,,16500,0,95,,0,,540,0,2681,30860.487,5900,0,5540,0,0,310,2890,1500,0,410,300,1800,1600,2500,0,338923,71900,27000,3700,59819.80059,5000,19482,758.829,53461.683,,3470,10268,5967.187,0,697.104,3900,0,1947,5208,1223,3203,0,0,343,3600,0,1100,1201,,896,120,243,16102,0,1000,0,0,150,1000,0,42430.965,1098,0,0,13691,2700,5100,1000,0,9860,,,3440,77,1000,580,350,22800,0,1480,0,5520,0,40452,0,1370,140,1100,,10574,27700,3900.345238,18735,4140,4500,2780,50635.456,1329,0,,4014.495901,250,,9937,57676.038,450,,,,0,0,0,0,0,,44322.414,6775,2151,0,340,0,4031,970,0,0,12726,17464.53817,3397,0,0,0,0,,50,0,2700,4210,2065,11270.763,4202,,40261,0,1650,0,678,8096,56966.272,2400,0,0,3072,8921.6,16100,9079,,6514,88100,737,,10990,0,1500,105533,0,1900,,0,2480,,1220
2020,148.484,2522,23000,0,2800,0,0,0,9870.954,715,0,9600,5404,3237,0,610,31400,180,4736,6500,0,2700,0,617,0,1126,0,61052.189,0,250,2000,2800,210,7900,14000,0,0,0,390,4280,2394708.3,0,11848.56818,0,600,0,1000,5000,2976,1015,0,1496,4513,,5689.94,1284,,2490,240,0,5200,,5100,44900,1000,0,160,254,9800,0,0,,0,,97,1470,,,0,,16700,0,90,,0,,530,0,2446,32202.015,6700,0,5450,0,0,310,3230,1600,0,400,300,1490,1500,2300,0,289957,62700,28000,3400,68344.3,5250,19818,940.005,50905.385,,3320,10962,7406.915,0,599.067,3400,0,1874,6162,1221,1958,0,0,416,3000,0,1100,1131,,928,150,530,19935,0,1500,0,0,150,1000,0,44996.769,1182,0,0,12314,2700,6000,901,0,8250,,,2980,73,950,510,350,26200,0,1440,0,6300,0,46238,0,754,130,1000,,9140,23000,3206.833645,18732,4290,4000,3440,47518.187,1235,0,,,218,,10539,56165,490,,,,0,0,0,0,0,,53417,7038,2364,0,330,0,4072,960,0,0,10800,16176.86565,3937,0,0,0,0,,50,0,2800,4150,2431,11785.976,4243,,38616,0,1550,0,632,7161,72299.05385,1900,0,0,3738,9534.239147,14900,8046,,6496,89800,825,,12540,0,1400,112283,0,1700,,0,2797,,1280
2021,40,2503,26000,0,2800,0,0,0,12116.862,744,0,9800,5624,3439,0,708,34200,240,4985,7340,0,2900,0,652,0,1097,0,65883.5143,0,260,1989,3000,180,8700,14000,0,0,0,510,4750,2377244.9,0,13797.10385,0,748,0,1100,5000,2764,817,0,1440,4721,,5960,1629,,2670,380,0,6500,,5300,50000,1070,0,180,366,9500,0,0,,0,,92,1500,,,0,,16900,0,100,,0,,550,0,2701,31904.23,7000,0,5700,0,0,310,3380,1600,0,520,300,1650,1500,2500,0,351590,65000,29000,3500,64493,5700,21445,979.297,50083.322,,3720,12313,9247.745,0,628.867,3500,0,2491,14412,1354,1810,0,0,535,3000,0,1200,1204,,935,150,510,19963,0,1700,0,0,150,1000,0,48635.786,1293,0,0,14000,2700,6700,970,0,9000,,,2500,68,1000,512,400,29000,0,1520,0,6500,0,48795,0,821,150,1100,,12855,27000,3606.958723,19327,4500,4500,4500,50449.908,1243,0,,,242,,10676,59822.146,670,,,,0,0,0,0,0,,53702,7500,2610,0,350,0,4165,920,0,0,12500,18476.94112,4396,0,0,0,0,,50,0,2800,4180,3360,11970.278,4200,,36219.2296,0,1650,0,723,8499,77384.842,2000,0,0,4605,10780.5,15000,9008,,6531,91300,900,,14200,0,2500,111199,0,1800,,0,2732,,1400
2022,26,1730,28000,0,2900,0,0,0,13029.449,1004,0,10000,5600,3561,0,800,32000,240,5000,7300,0,3000,0,600,0,1000,11,63545.862,0,310,1952,3100,180,8900,15000,0,0,0,600,4500,2129271.8,0,14611.41395,0,894,0,1200,5000,2890,680,0,1858,4476,,6551,2122,,2510,480,0,6535,,5500,45800,1066,0,180,257,7600,0,0,,0,,114,1500,,,0,,16000,0,100,,0,,570,0,2507,30012.785,7000,0,6000,0,0,310,3486,1700,0,570,300,1700,1600,2400,0,387680.125,64000,32400,3600,58900,6065,21382,957.204,48532.572,,4290,12088,9791.433,0,763,3630,0,2667,12800,1463,2124,0,0,474,3000,0,1250,1200,,865,150,520,19856,0,1800,0,0,150,1000,0,46718.799,1358,0,0,12000,2800,8100,900,0,6000,,,2500,69,1000,530,400,28000,0,1530,0,7000,0,44331,0,900,160,1100,,13500,28700,3888.57093,18854,4500,4800,4700,51062.17,1200,0,,,280,,10204,60689.381,940,,,,0,0,0,0,0,,52400,8000,2625,0,350,0,4200,950,0,0,12000,18444.16135,5912,0,0,0,0,,50,0,2900,4150,3000,11223.473,4000,,34661.58666,0,1700,0,707,7889,74730.42,2100,0,0,4400,5400,15200,8393,,7598,91600,900,,14600,0,2600,117626,0,1950,,0,2272,,1000
2023,26,1730,28000,0,2900,0,0,0,12569.698,1004,0,10000,5600,3561,0,800,32000,240,5000,7300,0,3000,0,600,0,1000,11,66525.96,0,310,1952,3100,180,8900,15000,0,0,0,600,4500,2019401.5,0,14210.89012,0,894,0,1200,5000,2890,680,0,1858,4476,,7055,2122,,2510,480,0,6535,,5500,52000,1066,0,180,257,7600,0,0,,0,,114,1500,,,0,,16000,0,100,,0,,570,0,2507,25384.327,7000,0,6000,0,0,310,3486,1700,0,570,300,1700,1600,2400,0,418129.875,67000,32400,3600,71000,6065,21382,962.55,44474.838,,4290,12088,9616.051,0,763,3630,0,2667,12800,1463,2124,0,0,474,3000,0,1250,1200,,865,150,520,23190,0,1800,0,0,150,1000,0,46748.356,1358,0,0,12000,2800,8100,900,0,6000,,,2500,69,1000,530,400,28000,0,1530,0,7000,0,44331,0,900,160,1100,,13500,28700,3977.360585,16607,4500,4800,4700,51116.346,1200,0,,,280,,10204,62699.61,940,,,,0,0,0,0,0,,49000,8000,2625,0,350,0,4200,950,0,0,12000,17973.97852,5912,0,0,0,0,,50,0,2900,4150,3000,10246.472,4000,,33838.03665,0,1700,0,707,7889,80876.071,2100,0,0,4400,5400,15200,7689,,7598,90000,900,,14600,0,2600,110000,0,1950,,0,2272,,1000
2024,26,1730,28000,0,2900,0,0,0,9593.28,1004,0,10000,5600,3561,0,800,32000,240,5000,7300,0,3000,0,600,0,1000,11,68000,0,310,1952,3100,180,8900,15000,0,0,0,600,4500,1825237,0,13423.71041,0,894,0,1200,5000,2890,680,0,1858,4476,,7055,2122,,2510,480,0,6535,,5500,50000,1066,0,180,257,7600,0,0,,0,,114,1500,,,0,,16000,0,100,,0,,570,0,2507,24245.649,7000,0,6000,0,0,310,3486,1700,0,570,300,1700,1600,2400,0,436528.125,65000,32400,3600,72000,6065,21382,962.55,46000,,4290,12088,8852.563,0,763,3630,0,2667,12800,1463,2124,0,0,474,3000,0,1250,1200,,865,150,520,27187,0,1800,0,0,150,1000,0,47361.132,1358,0,0,12000,2800,8100,900,0,6000,,,2500,69,1000,530,400,28000,0,1530,0,7000,0,44331,0,900,160,1100,,13500,28700,4059.120891,17690,4500,4800,4700,52000,1200,0,,,280,,10204,65077.275,940,,,,0,0,0,0,0,,50000,8000,2625,0,350,0,4200,950,0,0,12000,17728.2917,5912,0,0,0,0,,50,0,2900,4150,3000,10246.472,4000,,33838.03665,0,1700,0,707,7889,82000,2100,0,0,4400,5400,15200,7689,,7598,86000,900,,14600,0,2600,110000,0,1950,,0,2272,,1000
