BLDGID5,REGION5,CENDIV5,MSA5,CLIMATE5,SQFT5,SQFTC5,NFLOOR5,PORBLG5,NUMBLG5,YRCON5,MONCON5,YRCONC5,EXPRED5,AMTDIF5,PBA5,HT15,HT25,COOL5,WATR5,COOK5,MANU5,GENR5,HEATP5,COOLP5,WKHRS5,WKHRSC5,TOTWK5,TOTWKC5,NWKER5,NWKERC5,WLCNS5,RFCNS5,BLDSHP5,BLDLEN5,BLDWID5,ATTWLL5,GLSSPC5,LTOHRP5,ADJWT5,PAIR5,STRATUM5,ELSUPL5,NGSUPL5,FKSUPL5,STSUPL5,HWSUPL5,ELBTU5,NGBTU5,FKBTU5,STBTU5,HWBTU5,MFBTU5
111,1,2,2,3,8000,3,1,2,   ,1972,  ,6,2,200,3,1,2,1,1,2,2,2,100,100,66,4,50,5,50,5,3,3,2,120,43,0,1,100,208.05,2,16,1,2,1,2,2,379486,              ,488605,              ,              ,868091
112,2,3,2,2,1000000,9,995, ,2,1992,3,9, ,         ,2,1,1,1,1,1,2,1,100,90,65,4,2500,10,2500,10,1,5,2,170,144,0,4,100,1.15,0,0,1,1,1,2,2,28862511,10457418,20110,              ,              ,39340039
113,2,3,2,2,180000,7,7, ,1,1929,  ,3,3,         ,2,1,1,1,1,2,2,2,75,75,48,2,350,7,350,7,5,4,3,     ,     , ,3,90,297.97,1,21,1,1,2,1,2,14460496,206314,              ,19312000,              ,33978810
114,3,7,2,5,5000,2,1,2,   ,1946,  ,4,3,         ,5,2,2,2,2,2,2,2,   ,   ,2,1,0,0,0,0,5,5,2,74,25,0,1,100,1678.97,1,16,1,2,2,2,2,1853,              ,              ,              ,              ,1853
115,2,4,2,3,45000,5,3, ,1,1966,  ,5,1,5000,14,1,1,1,1,1,2,2,100,85,75,4,11,3,6,2,5,3,3,     ,     , ,3,33,440.99,2,12,1,1,2,2,2,646826,1081376,              ,              ,              ,1728202
116,2,4,1,3,25000,4,3, ,1,1913,  ,2,3,         ,2,1,2,1,2,2,2,2,72,45,40,2,44,4,34,4,5,4,2,130,85,0,2,100,92.63,1,2,1,1,2,2,2,218522,82526,              ,              ,              ,301048
117,4,8,2,5,1300000,10,2, ,1,1990,  ,9, ,         ,3,2,2,1,1,1,2,1,   ,45,70,4,2500,8,500,8,4,5,3,     ,     , ,1,100,12.08,2,4,1,1,1,2,2,43443252,91581,31760,              ,              ,43566593
118,3,6,1,4,30000,5,1,2,   ,1973,  ,6,3,         ,14,1,2,1,1,2,2,2,100,95,60,3,30,4,30,4,5,4,3,     ,     , ,1,100,388.31,2,11,1,1,2,2,2,969308,1075614,              ,              ,              ,2044922
119,2,3,2,2,70000,6,4, ,1,1975,  ,6,3,         ,14,1,1,1,1,2,2,2,100,100,78,4,30,4,30,4,5,4,1,250,250,0,3,100,437.24,1,20,1,1,2,1,2,3010954,704453,              ,11024000,              ,14739407
120,1,2,2,3,10001,4,3, ,1,1912,  ,2,3,         ,12,1,2,1,1,1,2,2,100,10,20,1,7,2,7,2,5,2,2,90,45,1,3,75,460.39,2,17,1,1,1,2,2,40548,33134,344090,              ,              ,417772
121,3,5,2,4,45000,5,1,2,   ,1981,  ,7,3,         ,5,1,2,1,2,2,2,2,35,35,48,2,25,4,25,4,5,5,2,225,200,0,1,60,217.98,2,9,1,1,2,2,2,1005578,599804,              ,              ,              ,1605382
122,1,2,2,3,1001,2,3, ,1,1942,  ,3,3,         ,3,1,2,1,1,2,2,2,100,100,50,3,8,2,8,2,5,4,2,80,20,2,3,100,1566.43,2,9,1,1,2,2,2,54950,162170,              ,              ,              ,217120
123,3,5,2,3,60000,6,4, ,0,1990,  ,9, ,         ,5,1,2,1,1,2,2,2,3,4,87,5,2,1,2,1,3,4,1,150,150,0,1,50,1.07,0,0,1,2,2,2,2,455812,              ,              ,              ,              ,455812
124,1,1,2,2,140000,7,2, ,1,1986,  ,7,1,74700,2,1,2,1,1,1,2,2,100,98,168,6,450,7,400,7,3,6,3,     ,     , ,2,100,21.29,2,14,1,2,2,2,2,39027910,              ,              ,              ,              ,39027910
125,4,9,2,4,20000,4,2, ,0,1970,  ,6,3,         ,12,1,2,1,1,1,2,2,75,75,40,2,3,1,3,1,5,3,1,250,250,0,1,85,450.2,1,20,1,1,2,2,2,28436,79850,              ,              ,              ,108286
126,2,3,2,2,12500,4,2, ,1,1950,  ,4,3,         ,12,1,2,1,1,2,2,2,100,100,16,1,2,1,1,1,5,3,2,150,112,0,1,100,475.37,2,20,1,1,2,2,2,928473,1091460,              ,              ,              ,2019933
127,3,7,1,5,10001,4,1,2,   ,1953,  ,4,3,         ,18,1,2,1,1,2,2,1,100,100,168,6,14,2,8,2,5,4,2,230,38,0,1,100,549.98,1,5,1,2,1,1,2,694591,              ,51315,2135000,              ,2880906
128,3,7,2,4,70000,6,1,2,   ,1967,  ,5,3,         ,3,1,2,1,1,2,2,2,100,100,60,3,55,5,40,4,5,4,2,310,240,1,1,100,456.77,2,15,1,1,2,2,2,6136550,477456,              ,              ,              ,6614006
129,3,7,2,5,4000,2,1,2,   ,1925,  ,3,3,         ,3,1,2,1,2,2,2,2,100,50,74,4,3,1,3,1,3,5,2,81,50,0,1,100,1426.16,2,21,1,1,2,2,2,60239,18831,              ,              ,              ,79070
130,3,5,2,4,80000,6,2, ,0,1980,  ,7,3,         ,5,1,1,1,1,2,2,2,100,20,45,2,75,5,75,5,3,4,2,300,200,0,1,100,22.22,2,9,1,1,1,2,2,2091286,1340478,197441,              ,              ,3629205
131,4,8,2,5,15000,4,2, ,0,1988,  ,8, ,         ,2,1,2,1,1,2,2,2,100,100,45,2,40,4,40,4,5,4,2,116,100,0,2,100,148.07,2,8,1,2,2,2,2,997195,              ,              ,              ,              ,997195
132,2,3,2,2,60000,6,6, ,0,1900,  ,2,1,16500,2,1,2,1,1,2,2,2,100,100,38,1,200,6,200,6,1,3,2,120,100,1,4,100,291.24,1,2,1,2,2,2,2,4679698,              ,              ,              ,              ,4679698
133,1,1,2,2,1500,2,1,2,   ,1985,  ,7,3,         ,5,1,2,1,1,1,2,2,75,12,50,3,1,1,1,1,5,3,1,40,40,0,1,50,1311.15,2,14,1,2,2,2,2,110276,              ,              ,              ,              ,110276
134,4,9,1,5,60000,6,1,2,   ,1990,  ,9, ,         ,3,1,2,1,1,2,2,2,100,100,96,5,40,4,40,4,6,3,2,100,46,0,3,75,288.1,2,6,1,2,2,2,2,3036107,              ,              ,              ,              ,3036107
135,3,5,2,3,100000,6,7, ,1,1979,  ,6,3,         ,1,1,2,1,1,1,2,1,75,25,71,4,20,4,20,4,5,6,2,250,130,0,5,10,225.04,1,7,1,2,1,2,2,2770510,              ,102076,              ,              ,2872586
136,4,9,2,4,3000,2,2, ,0,1950,  ,4,3,         ,2,1,2,1,1,2,2,2,100,100,88,5,6,2,6,2,5,4,2,100,20,0,2,100,1855.16,2,6,1,1,2,2,2,33240,57521,              ,              ,              ,90761
137,2,3,2,1,5000,2,2, ,1,1930,  ,3,3,         ,3,1,2,1,1,2,2,2,75,75,61,4,6,2,6,2,5,4,2,80,40,0,3,75,1799.29,1,18,1,1,2,2,2,245336,393490,              ,              ,              ,638826
138,3,7,2,4,6000,3,1,2,   ,1978,  ,6,3,         ,6,1,2,1,1,2,2,2,100,100,84,4,2,1,2,1,3,5,2,156,35,0,1,100,1345.78,1,15,1,1,2,2,2,277853,214958,              ,              ,              ,492811
139,2,4,1,1,120000,7,4, ,1,1989,  ,8, ,         ,18,1,2,1,1,1,2,2,100,90,168,6,7,2,7,2,5,6,3,     ,     , ,2,50,13.63,1,22,1,2,2,1,2,3679859,              ,              ,10362000,              ,14041859
140,1,1,2,2,30000,5,5, ,1,1950,  ,4,3,         ,18,1,2,2,1,2,2,2,100,   ,168,6,8,2,8,2,5,6,2,120,36,0,2,33,1.06,0,0,1,1,2,1,2,6102727,3099245,              ,8275000,              ,17476972
141,1,1,2,2,2000,2,2, ,1,1962,  ,5,3,         ,3,1,2,2,1,2,1,2,100,   ,66,4,3,1,3,1,5,4,2,70,30,0,1,40,1421.18,2,11,1,2,1,2,2,45403,              ,354769,              ,              ,400172
142,4,9,2,4,3000,2,2, ,0,1972,  ,6,3,         ,2,1,2,1,1,2,2,2,100,100,52,3,25,4,12,3,1,4,2,60,35,0,4,80,1499.83,2,6,1,1,2,2,2,481433,377540,              ,              ,              ,858973
143,2,3,1,3,6000,3,1,2,   ,1987,  ,8, ,         ,5,2,2,2,2,2,2,2,   ,   ,168,6,0,0,0,0,5,3,2,270,23,0,1,100,523.39,1,2,1,2,2,2,2,39579,              ,              ,              ,              ,39579
144,3,7,1,5,20000,4,2, ,0,1982,  ,7,3,         ,1,1,2,1,1,2,2,2,25,25,168,6,10,3,7,2,8,9,2,150,50,0,2,25,215.34,1,5,1,1,2,2,2,133877,723490,              ,              ,              ,857367
145,2,4,2,1,600000,9,2, ,0,1960,  ,5,1,15204,3,1,2,1,1,1,2,2,100,100,69,4,200,6,150,6,5,4,2,1066,695,0,2,100,12,1,12,1,1,2,2,2,16938441,10930552,              ,              ,              ,27868993
146,1,2,2,3,400000,8,4, ,0,1984,  ,7,3,         ,14,1,2,1,1,1,2,2,100,75,108,5,225,6,225,6,5,4,3,     ,     , ,5,100,10.15,2,21,1,1,1,2,2,21965780,254472,15705256,              ,              ,37925508
147,3,5,2,5,180000,7,1,2,   ,1965,  ,5,3,         ,11,1,2,1,1,2,2,2,25,90,45,2,35,4,35,4,3,5,2,1100,120,0,1,75,21.73,1,6,1,2,2,2,2,15176576,              ,              ,              ,              ,15176576
148,4,9,2,4,9000,3,1,2,   ,1974,  ,6,3,         ,2,1,2,1,2,2,2,2,100,100,45,2,0,0,0,0,2,4,2,150,40,0,5,100,435.97,1,13,1,2,2,2,2,135798,              ,              ,              ,              ,135798
149,4,8,1,4,1500,2,1,2,   ,1950,  ,4,3,         ,3,1,2,1,2,2,2,2,100,100,40,2,1,1,1,1,5,4,2,40,50,2,1,100,2115.72,2,20,1,1,2,2,2,14771,60094,              ,              ,              ,74865
150,3,6,2,4,90000,6,3, ,1,1965,  ,5,3,         ,1,2,2,2,2,2,2,2,   ,   ,   , ,     ,  ,     ,  ,5,4,2,75,50,0,4,991,10.03,2,7,2,2,2,2,2,              ,              ,              ,              ,              ,0
151,3,7,2,5,8000,3,2, ,1,1945,  ,3,3,         ,2,1,2,1,1,2,2,2,100,100,40,2,2,1,2,1,5,3,2,120,60,0,2,100,1438.51,1,14,1,1,2,2,2,152230,127287,              ,              ,              ,279517
152,3,5,2,5,8000,3,1,2,   ,1978,  ,6,3,         ,5,1,2,1,2,2,2,2,4,4,84,4,5,2,5,2,5,4,2,280,30,0,1,4,1678.97,1,1,1,2,2,2,2,214035,              ,              ,              ,              ,214035
153,2,3,2,2,7000,3,2, ,1,1920,  ,3,3,         ,13,1,2,2,1,2,2,2,10,   ,15,1,1,1,1,1,5,4,2,120,60,0,2,50,412.37,2,13,1,1,2,2,2,74928,74294,              ,              ,              ,149222
154,2,4,1,2,5001,3,3, ,1,1943,  ,3,3,         ,1,2,2,2,2,2,2,2,   ,   ,   , ,     ,  ,     ,  ,5,4,2,75,24,2,1,991,1837.42,2,16,2,2,2,2,2,              ,              ,              ,              ,              ,0
155,2,4,2,1,4500,2,1,2,   ,1973,  ,6,3,         ,15,1,2,1,1,1,2,2,100,100,128,5,15,4,15,3,5,4,1,36,36,0,2,100,1349.78,2,18,1,1,2,2,2,934113,952957,              ,              ,              ,1887070
156,3,7,2,5,6000,3,2, ,0,1987,  ,8, ,         ,5,1,1,1,1,2,2,2,33,33,45,2,9,2,9,2,5,5,2,83,73,0,1,100,2030.18,1,10,1,1,2,2,2,256443,12760,              ,              ,              ,269203
157,4,9,2,4,500001,9,995, ,1,1992,1,9, ,         ,2,1,1,1,1,1,2,1,50,50,56,3,500,7,250,7,1,4,2,300,150,0,3,50,1.51,2,13,1,1,1,2,2,22959560,4838461,24548,              ,              ,27822569
158,4,9,2,4,90000,6,1,2,   ,1978,  ,6,3,         ,5,1,2,1,1,2,2,2,30,30,76,4,120,6,120,6,5,4,1,190,190,0,1,35,207.73,2,1,1,1,2,2,2,1088438,367970,              ,              ,              ,1456408
159,4,9,2,4,6000,3,2, ,0,1890,  ,1,3,         ,15,1,2,1,1,1,2,2,60,60,97,5,36,4,7,2,6,5,1,50,50,0,3,60,1349.78,2,13,1,2,2,2,2,778741,              ,              ,              ,              ,778741
160,3,5,2,3,30000,5,5, ,1,1906,  ,2,3,         ,2,1,2,1,1,2,2,2,100,75,40,2,70,5,60,5,5,3,2,90,60,2,2,80,419.05,2,13,1,1,2,2,2,545589,670599,              ,              ,              ,1216188
161,4,8,2,5,5000,2,1,2,   ,1982,  ,7,3,         ,5,1,2,1,1,2,2,2,35,35,45,2,5,2,5,2,4,4,2,240,100,0,3,100,444.28,2,8,1,1,2,2,2,110327,37867,              ,              ,              ,148194
162,4,9,2,3,50001,6,4, ,1,1980,  ,7,3,         ,2,1,2,1,1,2,2,2,75,75,53,3,250,7,250,7,5,4,2,172,90,0,3,95,296.15,1,14,1,2,2,2,2,3067954,              ,              ,              ,              ,3067954
163,3,7,2,4,35000,5,2, ,1,1945,  ,3,3,         ,15,1,2,1,1,1,2,2,100,100,60,3,90,5,61,5,5,2,3,     ,     , ,1,100,439.81,2,15,1,1,2,2,2,5900051,7468379,              ,              ,              ,13368430
164,2,3,2,2,20000,4,2, ,0,1928,  ,3,3,         ,13,1,2,1,1,2,2,2,100,100,4,1,8,2,2,1,5,3,2,120,80,0,1,100,419.05,2,13,1,1,2,2,2,62532,754977,              ,              ,              ,817509
165,3,5,1,4,12500,4,1,2,   ,1947,  ,4,3,         ,5,2,2,2,2,2,2,2,   ,   ,43,2,7,1,1,1,3,5,2,150,400,0,1,100,587.68,2,3,1,2,2,2,2,38126,              ,              ,              ,              ,38126
166,2,3,1,1,6000,3,4, ,1,1827,  ,1,3,         ,15,1,1,1,1,1,2,2,50,50,131,5,8,2,2,1,5,6,2,120,25,1,3,38,556.45,2,14,1,1,2,2,2,267204,438971,              ,              ,              ,706175
167,4,8,2,2,50000,5,2, ,0,1984,  ,7,3,         ,6,1,2,1,1,1,2,1,100,100,168,6,120,6,75,5,5,4,2,196,244,0,1,100,446.86,1,9,1,1,2,2,2,9283591,1615427,              ,              ,              ,10899018
168,2,3,2,2,35000,5,1,2,   ,1970,  ,6,3,         ,12,1,2,1,1,2,2,2,100,50,44,2,4,1,4,1,5,3,3,     ,     , ,2,10,450.35,2,10,1,1,2,2,2,125841,956558,              ,              ,              ,1082399
169,4,8,2,2,15000,4,3, ,1,1964,  ,5,3,         ,12,1,2,1,1,2,2,2,100,40,59,3,1,1,1,1,5,3,2,81,70,0,2,95,222.14,2,19,1,1,2,2,2,73645,797269,              ,              ,              ,870914
170,4,9,2,4,8000,3,1,2,   ,1991,  ,9, ,         ,5,1,2,2,1,2,2,2,100,   ,42,2,0,0,0,0,3,5,2,151,50,0,1,100,435.97,2,9,1,2,2,2,2,69485,              ,              ,              ,              ,69485
171,2,3,2,2,7000,3,1,2,   ,1978,  ,6,3,         ,15,1,2,1,1,1,2,2,95,100,81,4,20,4,6,2,5,6,2,50,150,0,1,100,1379.42,2,12,1,1,2,2,2,791451,734294,              ,              ,              ,1525745
172,3,5,2,5,10000,3,2, ,0,1939,  ,3,3,         ,18,1,2,1,1,2,2,2,98,100,168,6,7,2,7,2,5,4,2,100,24,0,2,100,460.67,2,2,1,2,2,2,2,654289,              ,              ,              ,              ,654289
173,1,2,2,2,4500,2,1,2,   ,1933,  ,3,1,540,13,2,2,2,2,2,2,2,   ,   ,84,4,1,1,1,1,6,3,2,115,40,0,1,12,1465.67,2,18,1,2,2,2,2,154547,              ,              ,              ,              ,154547
174,1,1,2,2,4000,2,1,2,   ,1977,  ,6,3,         ,5,1,2,1,1,2,2,2,100,8,54,3,3,1,3,1,5,3,2,90,40,0,1,50,1445.54,2,14,1,2,2,2,2,11427,              ,              ,              ,              ,11427
175,2,4,2,3,2000,2,1,2,   ,1980,  ,7,3,         ,5,1,1,1,1,2,2,2,100,50,45,2,25,4,10,3,3,5,3,     ,     , ,1,100,20.04,2,8,1,1,1,2,2,271537,341834,0,              ,              ,613371
176,3,6,2,4,25000,4,1,2,   ,1964,  ,5,3,         ,3,1,1,1,1,2,2,2,100,90,94,5,20,4,20,4,5,4,3,     ,     , ,2,90,541.42,1,17,1,1,2,2,2,2008522,3242173,              ,              ,              ,5250695
177,4,8,2,2,35000,5,2, ,0,1960,  ,5,1,2000,5,1,2,1,1,2,2,2,100,5,85,5,47,4,34,4,3,4,3,     ,     , ,1,100,139.66,1,19,1,1,2,2,2,962361,505445,              ,              ,              ,1467806
178,4,9,2,4,4000,2,2, ,0,1977,  ,6,3,         ,13,1,2,1,1,2,2,2,100,90,93,5,6,2,2,1,5,4,2,60,40,0,3,100,1525.12,2,6,1,1,2,2,2,225803,271450,              ,              ,              ,497253
179,4,8,1,4,20000,4,4, ,1,1980,  ,7,3,         ,2,1,1,1,1,2,2,1,100,100,45,2,41,4,41,4,5,4,2,184,105,0,1,100,581.23,2,20,1,1,2,2,2,921530,431871,              ,              ,              ,1353401
180,3,5,2,3,400000,8,994, ,4,1991,  ,9, ,         ,2,1,2,1,1,2,2,1,75,75,69,4,450,7,450,7,4,6,2,150,190,0,2,100,1.07,0,0,1,2,1,2,2,26718560,              ,128566,              ,              ,26847126
181,1,1,2,2,30000,5,1,1,   ,1956,  ,4,3,         ,14,1,1,2,1,1,2,2,100,   ,45,2,35,4,35,4,5,4,3,     ,     , ,3,100,275.92,2,17,1,1,1,2,2,316917,18522,1308401,              ,              ,1643840
182,3,5,2,4,3500,2,1,2,   ,1988,  ,8, ,         ,5,2,2,2,2,2,2,2,   ,   ,168,6,0,0,0,0,3,5,2,120,30,0,1,1,435.97,1,9,1,2,2,2,2,11690,              ,              ,              ,              ,11690
183,1,2,2,3,900000,9,995, ,1,1982,  ,7,3,         ,2,1,2,1,1,1,2,1,100,100,54,3,2000,9,2000,9,5,4,1,180,180,0,3,100,10.06,2,19,1,1,1,1,2,58651297,2737037,0,21859000,              ,83247334
184,2,3,2,1,8000,3,2, ,1,1973,  ,6,3,         ,15,1,1,1,1,1,2,2,75,100,56,3,7,2,7,2,5,3,2,60,40,0,2,100,1327.4,2,18,1,1,2,2,2,527826,1043406,              ,              ,              ,1571232
185,4,8,2,2,8000,3,1,2,   ,1960,  ,5,3,         ,3,1,1,1,1,2,2,2,100,60,54,3,12,3,12,3,5,4,3,     ,     , ,2,100,1361.3,1,7,1,1,2,2,2,254075,466446,              ,              ,              ,720521
186,2,3,2,3,2000,2,3, ,1,1956,  ,4,3,         ,2,1,2,1,1,2,2,2,100,30,59,3,8,2,8,2,5,3,2,70,30,0,1,100,1349.78,1,18,1,1,2,2,2,127309,330103,              ,              ,              ,457412
187,3,7,2,5,5000,2,1,2,   ,1985,  ,7,3,         ,2,1,2,1,1,2,2,2,100,100,45,2,3,1,2,1,3,5,2,60,20,0,1,100,1543.02,1,12,1,2,2,2,2,131512,              ,              ,              ,              ,131512
188,1,2,2,3,1001,2,1,2,   ,1951,  ,4,3,         ,3,1,2,1,1,1,2,2,100,100,84,4,5,2,3,1,6,4,2,35,34,0,3,100,1421.18,2,17,1,2,2,2,2,700579,              ,              ,              ,              ,700579
189,4,9,2,4,45000,5,3, ,1,1957,  ,4,3,         ,1,2,2,2,2,2,2,2,   ,   ,   , ,     ,  ,     ,  ,5,4,2,120,125,1,1,991,279.33,1,18,2,2,2,2,2,              ,              ,              ,              ,              ,0
190,3,6,1,3,120000,7,1,2,   ,1985,  ,7,3,         ,5,1,1,2,1,2,2,2,100,   ,42,2,10,3,10,3,3,5,3,     ,     , ,1,100,96.77,1,11,1,1,1,1,2,4021045,15318106,1409032,5822000,              ,26570183
191,3,5,2,5,12500,4,1,2,   ,1973,  ,6,3,         ,2,1,1,1,1,2,2,2,100,33,48,2,10,3,10,3,3,5,2,100,120,1,1,100,116.99,1,6,1,1,2,2,2,241300,133255,              ,              ,              ,374555
192,4,9,2,4,25000,4,1,2,   ,1974,  ,6,3,         ,3,1,2,1,1,2,2,2,100,100,70,4,30,4,30,4,5,3,2,204,60,0,3,100,321.96,2,4,1,1,2,2,2,38034,129551,              ,              ,              ,167585
193,1,2,2,3,180000,7,3, ,0,1958,  ,4,3,         ,14,1,1,1,1,1,2,1,80,2,51,3,100,6,90,5,5,20,3,     ,     , ,3,100,292.29,2,17,1,1,1,2,2,4113057,14653372,0,              ,              ,18766429
194,3,5,1,3,1500,2,1,2,   ,1974,  ,6,3,         ,3,1,2,1,2,2,2,2,100,75,54,3,2,1,1,1,6,3,2,70,22,0,1,95,2260.19,1,3,1,2,2,2,2,116028,              ,              ,              ,              ,116028
195,2,3,2,2,100001,7,3, ,1,1938,  ,3,3,         ,2,1,2,1,1,2,2,2,100,100,55,3,58,5,58,5,5,3,2,480,208,0,2,75,218.62,2,20,1,1,2,2,2,1323324,3142669,              ,              ,              ,4465993
196,3,6,2,4,6000,3,2, ,0,1986,  ,7,3,         ,18,1,2,1,2,2,2,2,100,100,168,6,4,1,2,1,5,3,2,80,30,0,2,100,468.66,1,7,1,2,2,2,2,244036,              ,              ,              ,              ,244036
197,3,5,2,5,40000,5,4, ,0,1969,  ,5,3,         ,14,1,2,1,1,1,2,2,100,100,63,4,25,4,25,4,3,4,2,160,80,0,2,100,456.77,1,1,1,1,2,2,2,2689898,776175,              ,              ,              ,3466073
198,3,5,2,5,300000,8,2, ,0,1960,  ,5,1,150000,5,1,2,1,1,2,2,2,10,1,45,2,15,3,15,3,3,5,2,800,400,0,1,100,139.66,1,1,1,2,2,2,2,2221891,              ,              ,              ,              ,2221891
199,4,9,2,4,7000,3,1,2,   ,1978,  ,6,3,         ,2,1,2,1,2,2,2,2,100,100,55,3,4,1,1,1,2,4,2,150,40,0,5,100,444.28,1,13,1,2,2,2,2,105171,              ,              ,              ,              ,105171
200,2,3,2,1,15000,4,3, ,1,1930,  ,3,3,         ,2,1,2,1,1,2,2,2,100,60,42,2,45,4,45,4,5,4,2,100,50,0,2,95,1426.16,2,18,1,2,2,1,2,122522,              ,              ,907000,              ,1029522
201,3,5,2,4,1500,2,2, ,0,1985,  ,7,3,         ,5,2,2,2,2,2,2,2,   ,   ,995,0,0,0,0,0,6,3,2,48,32,0,1,991,1337.55,2,9,1,2,2,2,2,570357,              ,              ,              ,              ,570357
202,1,1,2,2,4000,2,1,2,   ,1956,  ,4,3,         ,3,1,1,1,1,2,2,2,100,33,168,6,3,1,3,1,5,4,2,50,30,0,4,100,1682.09,2,11,1,2,2,2,2,282524,              ,              ,              ,              ,282524
203,2,3,2,2,900000,9,995, ,0,1968,  ,5,3,         ,2,1,2,1,1,2,2,2,100,85,70,4,1400,9,1000,9,1,3,2,120,100,0,5,100,218.46,1,14,1,2,2,1,2,112552749,              ,              ,39109000,              ,151661749
204,1,2,2,2,7000,3,3, ,1,1932,  ,3,3,         ,3,1,2,1,1,2,2,2,90,90,48,2,23,4,20,4,5,4,2,93,63,1,2,90,163.17,1,18,1,1,2,2,2,210555,131300,              ,              ,              ,341855
205,2,3,2,1,80000,6,1,2,   ,1963,  ,5,3,         ,3,1,2,1,1,1,2,2,100,92,85,5,135,6,60,5,5,4,2,340,225,0,1,100,517.24,2,18,1,1,2,2,2,4845641,3216345,              ,              ,              ,8061986
206,1,1,2,2,100000,6,5, ,0,1972,  ,6,3,         ,2,1,1,1,1,1,2,1,100,95,41,2,300,7,300,7,4,6,2,270,90,0,4,100,12.03,2,4,1,1,1,2,2,13834029,323415,79331,              ,              ,14236775
207,1,2,2,2,30000,5,5, ,1,1924,  ,3,3,         ,3,1,2,1,1,1,2,2,100,80,44,2,50,5,50,5,5,4,2,100,60,1,1,75,287.68,2,18,1,1,2,2,2,1775168,5042717,              ,              ,              ,6817885
208,1,2,2,2,50000,5,2, ,1,1958,  ,4,2,3800,14,1,1,1,1,1,2,2,100,15,45,2,50,5,48,4,5,6,3,     ,     , ,3,90,424.75,2,4,1,1,1,2,2,888751,14200,5270636,              ,              ,6173587
209,1,2,2,3,2500,2,1,2,   ,1950,  ,4,3,         ,15,1,1,1,1,1,2,2,100,100,105,5,6,2,6,2,5,4,2,80,30,2,1,100,1421.18,2,2,1,1,2,2,2,609011,317961,              ,              ,              ,926972
210,2,4,2,3,400000,8,6, ,1,1991,  ,9, ,         ,20,2,2,2,2,2,2,2,   ,   ,168,6,0,0,0,0,5,7,2,459,181,0,1,50,10.69,2,8,1,2,2,2,2,1728929,              ,              ,              ,              ,1728929
211,1,2,2,3,60000,6,5, ,0,1972,  ,6,3,         ,14,1,2,1,1,2,2,2,100,100,90,5,25,4,25,4,5,4,2,130,90,0,3,100,21.37,2,17,1,1,2,2,2,1850116,1488448,              ,              ,              ,3338564
212,3,5,2,3,50001,6,5, ,0,1910,  ,2,3,         ,1,1,2,2,2,2,2,2,995,   ,   , ,     ,  ,     ,  ,5,1,3,     ,     , ,2,991,279.33,1,1,2,2,2,3,2,              ,              ,              ,              ,              ,0
213,2,3,1,1,10000,3,1,2,   ,1959,  ,4,3,         ,5,2,2,2,2,2,2,2,   ,   ,10,1,2,1,2,1,3,5,2,200,50,0,1,50,563.63,2,15,1,2,2,2,2,309833,              ,              ,              ,              ,309833
214,2,3,2,2,50000,5,2, ,1,1963,  ,5,3,         ,12,1,1,1,1,2,2,2,100,3,50,3,2,1,2,1,5,3,3,     ,     , ,2,3,436.92,2,21,1,1,2,2,2,107853,314154,              ,              ,              ,422007
215,3,5,1,4,12500,4,2, ,0,1977,  ,6,2,4000,3,1,2,1,1,2,2,2,99,25,55,3,35,4,31,4,3,5,2,200,120,0,1,100,1914.28,2,3,1,1,2,2,2,196050,707849,              ,              ,              ,903899
216,3,7,2,4,1500,2,1,2,   ,1960,  ,5,3,         ,14,1,2,1,1,2,2,2,100,100,58,3,12,3,8,2,5,17,3,     ,     , ,1,100,1423.83,2,15,1,1,2,2,2,26774,147353,              ,              ,              ,174127
217,4,9,1,5,1500,2,1,2,   ,1991,  ,9, ,         ,3,2,2,2,2,2,2,2,   ,   ,48,2,3,1,3,1,5,5,3,     ,     , ,2,50,1440.92,2,11,1,2,2,2,2,51392,              ,              ,              ,              ,51392
218,4,8,2,5,22500,4,1,1,   ,1921,  ,3,3,         ,13,1,2,1,1,2,2,2,100,100,78,4,30,4,20,4,5,4,3,     ,     , ,2,50,412.43,1,12,1,1,2,2,2,512817,883911,              ,              ,              ,1396728
219,4,9,2,3,250000,8,6, ,3,1991,  ,9, ,         ,20,2,2,1,1,2,2,2,   ,5,168,6,4,1,4,1,5,7,2,250,200,0,1,100,76.94,1,14,1,2,2,2,2,14470790,              ,              ,              ,              ,14470790
220,2,4,1,3,1500,2,1,2,   ,1964,  ,5,3,         ,12,1,2,1,2,2,2,2,100,100,4,1,1,1,1,1,5,3,3,     ,     , ,1,100,4283.14,1,2,1,2,2,2,2,8434,              ,              ,              ,              ,8434
221,2,3,2,2,140000,7,5, ,1,1919,  ,2,3,         ,2,1,2,1,1,2,2,2,75,60,45,2,200,6,200,6,5,4,3,     ,     , ,4,70,319.58,1,21,1,1,2,2,2,3155991,12093837,              ,              ,              ,15249828
222,3,7,2,5,80000,6,1,2,   ,1972,  ,6,3,         ,14,1,2,1,1,1,2,2,100,100,50,3,72,5,72,5,5,4,2,400,180,0,1,100,3.94,1,16,1,1,2,2,2,3590052,1089196,              ,              ,              ,4679248
223,4,9,2,4,35000,5,4, ,1,1903,  ,2,3,         ,13,1,1,2,1,1,2,2,100,   ,112,5,80,5,35,4,6,2,3,     ,     , ,2,100,1.09,0,0,1,1,2,1,2,1746743,105472,              ,2983000,              ,4835215
